Infecting,Infected,Infection Time,Simulation Time,Infection Rate
184,968,1,0.3198373903365788,1.0
915,138,1,0.3258813885930283,1.0
915,353,1,0.3258813885930283,1.0
915,394,1,0.3258813885930283,1.0
915,522,1,0.3258813885930283,1.0
915,615,1,0.3258813885930283,1.0
704,121,1,0.33560934190189906,1.0
704,144,1,0.33560934190189906,1.0
704,379,1,0.33560934190189906,1.0
704,535,1,0.33560934190189906,1.0
704,645,2,0.33560934190189906,1.0
704,837,1,0.33560934190189906,1.0
704,840,1,0.33560934190189906,1.0
89,52,1,0.33606012942106667,1.0
89,205,1,0.33606012942106667,1.0
89,270,1,0.33606012942106667,1.0
89,390,1,0.33606012942106667,1.0
89,543,1,0.33606012942106667,1.0
89,566,1,0.33606012942106667,1.0
89,569,1,0.33606012942106667,1.0
89,681,1,0.33606012942106667,1.0
89,691,1,0.33606012942106667,1.0
89,910,1,0.33606012942106667,1.0
