Infecting,Infected,Infection Time,Simulation Time,Infection Rate
822.0,394.0,1.0,0.3582945266590681,1.5
822.0,403.0,1.0,0.3582945266590681,1.5
822.0,477.0,1.0,0.3582945266590681,1.5
822.0,557.0,1.0,0.3582945266590681,1.5
822.0,591.0,1.0,0.3582945266590681,1.5
822.0,812.0,1.0,0.3582945266590681,1.5
822.0,830.0,1.0,0.3582945266590681,1.5
822.0,872.0,1.0,0.3582945266590681,1.5
822.0,986.0,1.0,0.3582945266590681,1.5
82.0,609.0,1.0,0.36018263562592495,1.0
82.0,752.0,1.0,0.36018263562592495,1.0
119.0,356.0,2.0,0.36401422535735306,1.5
